Member_ID,gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,cluster_0_prob,cluster_1_prob,cluster_2_prob,Churn
24,-1.0,0.0,0.0,1.0,-1.0,1.0,0.0,-0.5,0.31044080549806324,1.0,0.75,1.1521935962892131,1.0093399317077671,0.0,1.0,0.0,0
25,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5469970421283354,0.0,-0.75,-0.2522233454285993,-0.3001081072289463,1.0,0.0,0.0,1
26,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.2282323253275693,1.0,0.5,1.0917843117915451,0.9841870469802553,0.0,1.0,0.0,0
27,0.0,0.0,0.0,1.0,0.0,1.0,0.0,-0.5,-0.7294609484434273,1.0,0.0,-0.7446653905791429,-0.5902382936084825,0.0,1.0,0.0,0
28,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.7525205630411925,0.0,3.0,-0.2756882575271834,-0.2527881236991391,1.0,0.0,0.0,0
29,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.5,0.16681454242433075,0.8,0.0,1.2396257376759288,1.167815030598523,0.0,1.0,0.0,0
30,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,-0.6700860225654398,0.0,-0.5,-0.04773883059004856,-0.03132717828392041,1.0,0.0,0.0,0
31,-1.0,0.0,0.0,0.0,0.0,2.2,1.0,0.5,-0.3642265396086791,2.2,-0.5,-1.3559092636826424,-1.1287025146114984,0.0,0.0,1.0,0
32,-1.0,0.0,0.0,0.0,0.0,2.2,0.0,0.75,-0.030498101594824113,2.2,0.0,0.40033606625593127,0.3548911988103938,0.0,0.0,1.0,0
33,-1.0,0.0,1.0,1.0,0.0,2.2,0.0,-0.1,0.4936705404057079,2.2,2.25,0.9208674972800479,0.9114645241811749,0.0,0.0,1.0,0
34,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7,0.7382378874399956,0.8,0.25,-0.10436150360818727,-0.03766824637075516,0.0,1.0,0.0,0
35,-1.0,0.0,0.0,0.0,0.0,2.2,1.0,1.0,0.3740342370276146,2.2,2.0,-0.9389715311120903,-0.7380871346529483,0.0,0.0,1.0,0
36,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.9,-0.5208505178135713,0.0,-0.5,-0.5658575275381228,-0.44474488953742003,1.0,0.0,0.0,0
37,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,-0.8529869216489534,0.0,4.5,1.13680030783652,1.0306952132549805,1.0,0.0,0.0,0
38,0.0,0.0,1.0,1.0,0.0,2.2,1.0,-1.0,0.30680472182860946,2.2,2.25,-0.027933550244675018,0.0021959186267691486,0.0,0.0,1.0,0
39,0.0,0.0,0.0,1.0,-1.0,1.0,1.0,1.1,0.6654898775516522,1.0,-0.75,-0.41762000949825406,-0.3442334837230368,0.0,1.0,0.0,0
40,-1.0,0.0,1.0,1.0,0.0,2.2,0.0,1.0,-0.9171724914257096,2.2,0.5,0.8214475110600707,0.8333512659241383,0.0,0.0,1.0,0
41,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,-1.0,0.18411755203906216,0.0,-0.5,-0.7042996222760377,-1.0961569592956577,1.0,0.0,0.0,1
42,-1.0,0.0,0.0,0.0,0.0,2.2,0.0,1.3,-0.21511095416195306,2.2,-0.5,0.15503176397378257,0.22342387888805024,0.0,0.0,1.0,0
43,-1.0,0.0,1.0,1.0,-1.0,0.0,1.0,0.25,0.8886873658558405,0.0,0.25,1.4993661609517033,1.3475206765289296,1.0,0.0,0.0,0
44,0.0,0.0,1.0,0.0,0.0,2.2,0.0,0.0,1.3868254366658521,1.6,0.25,0.9146282659868296,0.9001838921589591,0.0,0.0,1.0,0
45,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.1,0.0004889654427620363,1.0,1.25,-0.32880431414584865,-0.24811083523520805,0.0,1.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,-0.5719530560676297,0.0,-0.75,-0.722664066366922,-1.10210311608472,1.0,0.0,0.0,1
47,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.14321895690303663,1.0,0.0,1.1374824266061199,1.0710110393355368,0.0,1.0,0.0,0
48,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.12321480389241751,0.0,2.25,0.7991530039929434,0.7430836142994122,1.0,0.0,0.0,0
49,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5,0.9470838226002077,1.0,2.25,0.33417480245993547,0.3044492449785519,0.0,1.0,0.0,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4843281238847649,0.0,0.75,-0.02233650423262863,0.005312900502231982,1.0,0.0,0.0,0
51,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.6724197153086633,0.0,-0.75,-0.10850460885578107,-0.033205217478625246,1.0,0.0,0.0,0
52,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.25,0.8267683353024498,0.0,-0.5,-0.25195788635585653,-0.42074485240903226,1.0,0.0,0.0,1
53,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.25,-0.9409649212757057,0.6,0.75,0.8660605352133884,0.819338254145176,0.0,1.0,0.0,0
54,-1.0,0.0,0.0,0.0,0.0,2.2,1.0,-1.5,-0.7071730478714057,2.0,0.0,-1.3315868695903932,-0.9649715023489308,0.0,0.0,1.0,0
55,-1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.25,0.41681493637717765,0.0,0.25,0.04448637350644851,0.120658253670997,1.0,0.0,0.0,0
56,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,-0.00668587243443751,1.0,-0.25,-0.10764482155615893,-0.0028843999977750667,0.0,1.0,0.0,0
57,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5,0.714157372023616,1.0,-0.75,-0.6175057469027783,-1.10210311608472,0.0,1.0,0.0,1
58,0.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.25,-0.13846278815342006,1.0,-0.25,-0.8854721444434822,-0.61639321403218,0.0,1.0,0.0,0
59,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.25,0.22110640197870085,0.0,1.75,-1.3533161842983512,-1.10210311608472,1.0,0.0,0.0,0
60,-1.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.25,0.892884839216366,0.0,-0.25,-0.5952669917542868,-0.4842800696690817,1.0,0.0,0.0,1
61,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.75,-0.5607609620527362,0.8,0.75,-0.7525823847523232,-0.5394762122836404,0.0,1.0,0.0,0
62,-1.0,0.0,1.0,1.0,-1.0,1.0,0.0,1.25,-0.44204897002216936,1.0,-0.25,-1.3533161842983512,-1.10210311608472,0.0,1.0,0.0,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.6565769293745619,0.0,-0.5,-1.0394877619525165,-0.7127847224125092,1.0,0.0,0.0,1
64,-1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.1,-0.31094722908394495,1.0,-0.25,0.7982025456117599,0.801279761611509,0.0,1.0,0.0,0
65,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.20076830981854457,0.0,0.75,-0.3014520176646333,-0.4357352494428925,1.0,0.0,0.0,0
66,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.7378086732438693,0.0,-0.5,-0.09737121829774846,-0.5520298027990715,1.0,0.0,0.0,1
67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.9643443295012097,0.0,0.0,0.7498886648583513,0.7395957656919887,1.0,0.0,0.0,0
68,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.1169578588543787,0.0,-0.5,-0.5590185951118344,-0.08520473555539641,1.0,0.0,0.0,1
69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5,-0.09228668482617401,1.0,1.0,0.41864893615070164,0.40294707731443913,0.0,1.0,0.0,0
70,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-0.5,0.6288890044579362,0.0,-0.75,-0.0863667359874345,-0.25716326452066574,1.0,0.0,0.0,1
71,-1.0,0.0,1.0,1.0,0.0,2.2,0.0,-0.7,0.2528374507507124,2.0,-0.75,-0.5720192652464222,-0.46084597278488904,0.0,0.0,1.0,0
72,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.006219482914614021,0.8,-0.75,-0.07895995187001556,-0.5265230399026841,0.0,1.0,0.0,1
73,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,-0.732732475104825,0.0,-0.5,-1.0099267903090796,-1.10210311608472,1.0,0.0,0.0,1
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.25,0.5627863293142465,0.0,-0.25,-0.03740826211804815,0.2660526518873712,1.0,0.0,0.0,1
75,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.8942050489295464,0.0,-0.25,0.013693644441674886,-0.22515559080091072,1.0,0.0,0.0,1
76,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.8028200254730934,0.0,-0.25,-0.7068911074159168,-0.4573852506524265,1.0,0.0,0.0,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.7434685122081375,0.0,0.5,1.4710481608477952,1.5351807769798926,1.0,0.0,0.0,0
78,-1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.25,-0.469181007023252,1.0,0.25,-0.22940003206445636,-0.05720193468994765,0.0,1.0,0.0,0
79,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0013026169865968,0.0,2.25,1.1658350461672355,1.0474613987112578,1.0,0.0,0.0,0
80,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.25,-0.02324838532549977,0.0,-0.5,1.3902038086752146,1.41154697255482,1.0,0.0,0.0,0
81,0.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.75,-0.43825931871700924,1.0,1.0,-0.8868463188643169,-0.6504880992616123,0.0,1.0,0.0,0
82,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.25,-0.3645259420270252,0.0,-0.75,-1.1547461973430124,-1.0360752535599769,1.0,0.0,0.0,1
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,-0.758178570160459,0.0,-0.5,-0.06807157339844207,-0.3718062863484373,1.0,0.0,0.0,1
84,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,-0.25,1.072542517215704,0.8,0.5,0.8220654491334877,0.786374685977074,0.0,1.0,0.0,0
85,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.9,-0.7433193286184795,0.0,0.0,-1.2682393146838988,-1.1287025146114984,1.0,0.0,0.0,1
86,0.0,0.0,1.0,0.0,0.0,2.2,1.0,0.25,0.8163018296698531,2.0,0.25,-0.48662087648587543,-0.2672991790304695,0.0,0.0,1.0,0
87,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.25,-0.7214793214254923,1.0,0.25,0.3055727860374945,0.3902152921008411,0.0,1.0,0.0,0
88,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7,-0.11037676612272694,0.0,-0.75,0.39442531864018926,0.5921033695739438,1.0,0.0,0.0,1
89,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,-0.5,-0.7961392817793673,0.0,0.5,-1.0027412057895733,-0.7788372539417338,1.0,0.0,0.0,0
90,0.0,0.0,1.0,0.0,0.0,2.2,1.0,-0.75,-0.7510535050359832,1.8,0.25,-0.25009960503113415,-0.2032636162088293,0.0,0.0,1.0,0
91,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.25,0.2345834643892153,0.0,0.75,0.2651809584801484,0.276262969128337,1.0,0.0,0.0,0
92,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.3,1.4240403571704046,0.0,0.0,1.4312937523649714,1.313796005283661,1.0,0.0,0.0,0
93,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,-0.9105512987664938,0.0,-0.5,0.4812677007648231,-0.21381446938686452,1.0,0.0,0.0,1
94,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.6861713396183046,0.8,-0.75,0.2530418162455693,-0.21990286981643423,0.0,1.0,0.0,1
95,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,-0.23750695297517796,0.8,-0.75,-0.8587316907025638,-0.8682938585915891,0.0,1.0,0.0,1
96,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.25,0.3074030602352127,1.0,0.0,0.8165997408780906,0.7496377533233736,0.0,1.0,0.0,0
97,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.5,-0.7893110659426968,1.0,0.75,-0.5852637716337902,-0.46858811413100465,0.0,1.0,0.0,0
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,-0.07081054176454517,0.0,-0.75,-0.333643941074846,-0.9284084404328713,1.0,0.0,0.0,1
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,-0.734273611454767,0.0,0.0,-0.06333833659855037,-0.4437642045306878,1.0,0.0,0.0,1
100,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-0.5922750682491287,0.0,-0.5,0.4217377456636451,0.04164616990141869,1.0,0.0,0.0,1
101,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.36656559515752773,0.0,-0.75,-0.5802249055783103,-0.7997713468566162,1.0,0.0,0.0,1
102,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.8354305103392018,0.0,-0.5,0.7967155773330271,0.791600881471346,1.0,0.0,0.0,0
103,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.75,0.07666708322985573,0.0,-0.25,-0.45867964363099795,-0.47512376443089344,1.0,0.0,0.0,1
104,-1.0,0.0,0.0,0.0,0.0,2.2,0.0,0.5,-0.7462923545668392,2.2,4.25,-0.28157634647493224,-0.1764698817732371,0.0,0.0,1.0,0
105,0.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.5,0.3238434508439223,0.0,-0.5,0.0704439912593627,-0.11683172407701145,1.0,0.0,0.0,1
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.7499123146029539,0.0,-0.25,-0.6036335710433193,-0.4152700566014241,1.0,0.0,0.0,0
107,-1.0,0.0,1.0,1.0,0.0,2.2,1.0,1.25,-0.14419250335404943,1.6,-0.5,0.598106622447011,0.5013808695882104,0.0,0.0,1.0,0
108,-1.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.25,0.22238557189352312,0.0,1.0,0.3777852614104869,0.5018951084906755,1.0,0.0,0.0,0
109,-1.0,0.0,1.0,1.0,0.0,2.2,1.0,0.0,-0.5324059072947727,2.2,0.75,0.3271976302742361,0.5260550269118017,0.0,0.0,1.0,0
110,-1.0,0.0,0.0,0.0,0.0,2.2,1.0,-0.5,0.6990540051754336,2.0,0.25,2.641467995931191,2.351072873853001,0.0,0.0,1.0,0
111,0.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,0.8165112629099638,0.0,-0.25,-0.647613549836764,-0.866757774562109,1.0,0.0,0.0,1
112,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-0.3275589671140062,1.0,-0.5,1.0632064112967683,1.0895104993005078,0.0,1.0,0.0,0
113,0.0,0.0,1.0,1.0,0.0,2.2,1.0,0.0,0.4928896693810022,2.2,1.5,0.6736644922130643,0.6564026500051767,0.0,0.0,1.0,0
114,-1.0,0.0,1.0,1.0,0.0,2.2,1.0,0.75,0.8671165056931734,2.2,-0.25,-0.6684185953064772,-0.5049673025729088,0.0,0.0,1.0,0
115,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.3937133108748379,0.0,-0.25,-0.010827214384975645,0.07024511292180026,1.0,0.0,0.0,0
116,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-0.027127350994047755,0.6,-0.25,-0.10411427228080493,-0.10417582190064875,0.0,1.0,0.0,0
117,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.3,-0.567446853458529,0.0,-0.75,-0.9446866732892962,-0.6725269787728,1.0,0.0,0.0,1
118,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.1498458464726142,0.0,0.0,-0.4637061852556478,-0.6758745524723099,1.0,0.0,0.0,1
119,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,-0.14533816761301244,0.0,-0.25,-0.6205931823146438,-0.6869302487220766,1.0,0.0,0.0,1
120,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.7013719573109984,0.0,-0.5,-0.634236818648903,-0.7481382078144292,1.0,0.0,0.0,1
121,-1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.8400167870752757,0.0,-0.5,-1.0149402686979354,-0.8148570929178934,1.0,0.0,0.0,0
122,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.75,0.6749241449120026,1.8,-0.25,0.3475290966447692,0.3671172702273585,0.0,0.0,1.0,0
123,-1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.02358843156921904,1.0,-0.75,0.02966335881249115,0.19268371159177625,0.0,1.0,0.0,1
124,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,-0.3,0.16484480034222548,0.0,-0.5,-0.5361016736721338,-0.3651069792644556,1.0,0.0,0.0,0
125,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.25,-0.9002458674911415,0.0,1.75,0.2502030706429143,0.22156103956645648,1.0,0.0,0.0,0
126,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.3538991934771942,0.0,-0.25,-0.49500994379455293,-0.3486733646053965,1.0,0.0,0.0,0
127,-1.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-0.5318621716311372,0.0,-0.75,-0.31698326499674284,0.48264746805197145,1.0,0.0,0.0,1
128,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.099962136126505,0.8,-0.75,-1.3533161842983512,-1.10210311608472,0.0,1.0,0.0,1
129,-1.0,0.0,0.0,0.0,0.0,2.2,1.0,-0.25,-0.9120355071303844,1.6,1.0,-0.35440835098013934,-0.2551120477629345,0.0,0.0,1.0,0
130,0.0,0.0,1.0,1.0,0.0,2.2,0.0,-0.25,0.7627555828221624,2.2,0.25,-0.6775078459350723,-0.5551655074930788,0.0,0.0,1.0,0
131,0.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.75,0.183179500248123,0.0,-0.75,-0.09731198374480943,-0.2396110936950358,1.0,0.0,0.0,1
132,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.25,0.3466009806208756,1.0,1.0,-0.2306475481997642,-0.11064849926458502,0.0,1.0,0.0,0
133,-1.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.5,0.6504246594697427,1.0,0.25,0.5043679547883639,0.5089138267524096,0.0,1.0,0.0,0
134,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.7,-0.46445657086913256,0.0,0.75,-0.7868884322794136,-0.837911719900739,1.0,0.0,0.0,1
135,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8957557720529936,0.0,1.5,1.204031452721961,1.2121839831321277,1.0,0.0,0.0,0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,-0.27118772946813446,0.0,-0.25,-0.5964933468253035,-0.5189956309581206,1.0,0.0,0.0,1
137,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.6389577823698769,0.0,0.75,-0.9950038986926245,-0.8460111680740227,1.0,0.0,0.0,0
138,-1.0,0.0,1.0,1.0,0.0,2.2,0.0,0.0,-0.8772717718532304,2.2,-0.25,-0.1814668204023286,-0.07599161722279017,0.0,0.0,1.0,0
139,0.0,0.0,1.0,1.0,0.0,2.2,1.0,1.5,0.1868096696179626,2.2,0.25,0.5564736147611948,0.6097465059580632,0.0,0.0,1.0,0
140,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.3176219021274311,0.0,0.0,0.1874884532430928,0.31778974238957103,1.0,0.0,0.0,0
141,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.2586673065227898,1.0,0.0,0.16583149664154348,0.2012379941311111,0.0,1.0,0.0,0
142,0.0,-1.0,1.0,0.0,-1.0,2.2,0.0,-0.1,-0.35146584169068956,2.2,-0.5,1.2442745816547447,1.061102470850625,0.0,0.0,1.0,0
143,0.0,0.0,1.0,0.0,0.0,2.2,1.0,2.0,0.41376014225399654,2.2,0.5,-0.46087533248650925,-0.32115556669418743,0.0,0.0,1.0,0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,-0.395226973312531,0.0,2.25,-0.1687070953360186,-0.043443445236152366,1.0,0.0,0.0,0
145,-1.0,-1.0,1.0,0.0,0.0,0.0,0.0,-1.75,-0.4838207108915399,0.0,0.0,0.015136650434920665,0.23308121036348772,1.0,0.0,0.0,1
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1329760176581078,0.0,-0.75,0.13520081256289534,-0.5409572857520262,1.0,0.0,0.0,1
147,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.75,0.9101649621515908,1.0,-0.25,-1.3137974371950376,-1.080676472384893,0.0,1.0,0.0,0
148,-1.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.492434128103434,1.0,0.0,0.8899310291771325,0.8933239015483654,0.0,1.0,0.0,0
149,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2820707949118346,0.0,0.5,-0.6008705334142427,-0.4475652314775156,1.0,0.0,0.0,0
150,-1.0,0.0,1.0,1.0,0.0,2.2,0.0,0.25,0.1548340884744022,2.0,-0.5,0.1796864479648435,0.2484822545602432,0.0,0.0,1.0,0
151,0.0,0.0,0.0,0.0,0.0,2.2,0.0,-0.25,1.9795736250531923,1.2,0.75,1.2213758602862979,1.2074119771256033,0.0,0.0,1.0,0
152,0.0,0.0,1.0,1.0,0.0,2.2,1.0,0.75,0.5072951104223824,1.6,-0.5,-1.2987246893587592,-1.0672663197560417,0.0,0.0,1.0,0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.3661124451909183,0.0,-0.5,0.6087707421908783,0.6394979286264354,1.0,0.0,0.0,0
154,-1.0,0.0,1.0,1.0,-1.0,0.0,1.0,-0.7,0.023098521303601304,0.0,-0.75,-0.6062518845138165,-0.7518677137971678,1.0,0.0,0.0,1
155,0.0,0.0,0.0,0.0,0.0,2.2,1.0,0.25,-0.41093186043969376,2.0,0.0,-0.09876606136858322,0.02586917695212095,0.0,0.0,1.0,0
156,-1.0,0.0,1.0,1.0,0.0,1.0,0.0,-0.75,-0.5683637273179678,1.0,1.5,0.5156917112767834,0.47180174895773097,0.0,1.0,0.0,0
157,0.0,0.0,1.0,1.0,0.0,2.2,1.0,-0.75,-0.886993592343883,1.2,0.75,0.0902939058006469,0.23106616145598904,0.0,0.0,1.0,0
158,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7070446580605764,0.0,-0.75,-0.8206693761524272,-0.5030712252105117,1.0,0.0,0.0,1
