Mamber_ID,gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn,cluster_0_prob,cluster_1_prob,cluster_2_prob,Churn
3175,1,1,1,1,1,12,0,29,167.5114834764292,11.0,9,1.7666883339583568,1.7898822321053554,0,0.0,0.0,1.0,0
3216,0,1,1,1,1,1,1,29,23.59773876820916,1.0,12,2.2833086964080693,2.1676221695692584,0,1.0,0.0,0.0,0
1009,1,1,0,0,1,1,0,27,37.6183704343856,1.0,6,3.096741003968395,3.017834620892338,0,1.0,0.0,0.0,0
939,1,1,0,0,1,1,0,30,203.4717522786964,1.0,2,1.3763529912642234,1.361139854073408,0,1.0,0.0,0.0,0
3195,0,1,1,1,0,6,0,25,221.0165363585588,5.0,11,4.189935757338596,4.112302107310101,0,0.0,1.0,0.0,0
3541,0,1,0,0,1,1,0,28,476.4326553201213,1.0,4,3.207605544519142,3.1548181720413093,0,1.0,0.0,0.0,0
2630,0,1,1,1,1,12,0,24,187.2240741304019,12.0,1,0.1351781197579269,0.1499791383632368,0,0.0,0.0,1.0,0
2531,1,1,1,0,1,6,0,32,217.37716862983777,6.0,5,1.3426445529957962,1.1197872573905914,0,0.0,1.0,0.0,0
1700,1,1,1,1,1,6,0,29,64.97090860225768,2.0,3,1.2453149372104817,1.1922095035100049,0,0.0,1.0,0.0,0
713,1,0,0,0,1,1,0,26,210.3953040133816,1.0,1,1.5755337162608416,0.7790881669402796,1,1.0,0.0,0.0,1
3726,0,1,1,0,1,6,0,34,242.93877264782373,6.0,5,3.915676188641672,3.8959595111659113,0,0.0,1.0,0.0,0
1261,0,1,1,1,1,1,0,28,143.60948253146313,1.0,2,0.5852437625338065,0.1115157577036428,1,1.0,0.0,0.0,1
2382,0,1,1,0,1,1,0,21,228.461171796184,1.0,0,1.2589217759452391,0.3140977349641405,1,1.0,0.0,0.0,1
1687,0,1,0,0,1,12,0,29,168.66022132617442,8.0,13,2.598381935391727,2.5701250396738087,0,0.0,0.0,1.0,0
1420,0,1,0,1,1,12,1,30,339.5946576138612,11.0,2,2.0882211272317783,2.118279032338692,0,0.0,0.0,1.0,0
361,1,1,1,1,1,6,0,29,75.77134294547776,6.0,16,3.9915980033857696,3.849426924496036,0,0.0,1.0,0.0,0
1358,1,0,1,0,1,6,0,31,71.35146549719806,5.0,2,2.934362372175965,2.9464538221107577,0,0.0,1.0,0.0,0
2101,1,1,0,0,1,1,0,27,35.229832876578804,1.0,1,2.8539735293779915,2.821569672180911,0,1.0,0.0,0.0,0
1332,0,1,0,0,1,1,1,26,108.02267522533114,1.0,1,1.2809527628161304,1.1176262970220696,1,1.0,0.0,0.0,1
779,1,1,1,1,1,1,1,29,99.18427230799956,1.0,4,3.713576094085624,3.742706073154897,0,1.0,0.0,0.0,0
3404,0,1,1,1,1,12,1,32,115.11798288717328,11.0,2,2.006230277252712,2.0023039565494005,0,0.0,0.0,1.0,0
796,0,1,1,1,1,1,1,30,85.90341301051356,1.0,3,1.8751769543820225,1.939111783649311,0,1.0,0.0,0.0,0
1768,0,1,1,1,1,1,0,29,89.91202181925794,1.0,0,2.099990330441736,1.5909351944686592,1,1.0,0.0,0.0,1
2888,1,1,1,1,1,1,1,26,129.28011808301358,1.0,4,1.6937778873346951,1.6219729131162908,0,1.0,0.0,0.0,0
3582,0,1,0,0,1,1,1,30,284.67775440555675,1.0,4,2.348433207876445,2.3619793456394573,0,1.0,0.0,0.0,0
519,0,1,1,1,1,6,0,25,156.5842158891444,6.0,0,2.2341667896253834,2.5358202980310027,0,0.0,1.0,0.0,0
2724,0,1,0,0,1,1,1,32,56.58841729124304,1.0,7,1.005577773274202,1.027102611361807,0,1.0,0.0,0.0,0
1804,1,1,0,0,1,1,0,28,79.20902953822464,1.0,0,1.0857112433754823,0.3377739100328601,1,1.0,0.0,0.0,1
351,1,1,0,0,1,6,1,31,34.699763494685484,6.0,4,3.960515478578985,3.797594119467672,0,0.0,1.0,0.0,0
3225,0,1,1,1,1,6,0,31,225.14273861142945,5.0,4,1.9410500368754389,2.087174850392847,0,0.0,1.0,0.0,0
3414,0,1,1,0,1,12,0,26,70.78964995588231,10.0,1,3.086527721751001,3.0738273745566587,0,0.0,0.0,1.0,0
918,0,1,0,0,1,12,1,33,161.53532327054938,9.0,1,3.6086748663086334,3.554158958236955,0,0.0,0.0,1.0,0
3512,0,1,0,0,1,12,1,28,76.4486670719802,11.0,3,3.5353536767590765,3.618916124598656,0,0.0,0.0,1.0,0
3980,1,1,0,0,0,1,1,28,68.13645554011535,1.0,3,2.2399669297681566,2.29973913170267,0,1.0,0.0,0.0,0
3098,1,1,0,0,1,1,1,23,164.1463859895106,1.0,0,1.3935991558611398,0.7846505167002737,1,1.0,0.0,0.0,1
3886,1,1,1,0,1,6,0,26,187.86367891444584,2.0,1,1.0243149075937428,0.3145820263228982,1,0.0,1.0,0.0,1
57,0,1,0,0,1,6,1,27,236.9158278764984,6.0,0,0.9964930166420368,0.0,1,0.0,1.0,0.0,1
3394,1,1,1,0,1,1,0,32,110.04989358103408,1.0,1,2.3228655233069504,2.2223646692270647,0,1.0,0.0,0.0,0
2792,0,1,0,1,1,1,0,26,8.610059664342316,1.0,3,2.5478860685221467,2.594622598829035,0,1.0,0.0,0.0,0
2439,1,1,1,0,1,1,0,28,3.124420547844493,1.0,2,2.3418299439122245,1.8364509859656897,1,1.0,0.0,0.0,1
744,0,1,0,0,1,1,0,28,262.7072860121793,1.0,2,1.7555765227339788,1.8916972162127783,0,1.0,0.0,0.0,0
686,1,1,1,1,1,12,0,32,26.23487898126961,12.0,3,2.444228256334879,2.584988983339937,0,0.0,0.0,1.0,0
677,1,1,0,0,1,1,0,26,49.31143803096592,1.0,1,0.9403606321378816,0.4727349388345753,1,1.0,0.0,0.0,1
2981,0,1,1,1,1,1,1,31,219.1225448999157,1.0,4,2.1760592147894133,2.144918565515635,0,1.0,0.0,0.0,0
1675,1,1,0,0,1,12,0,26,50.244901267088935,12.0,0,2.153520973601061,1.6397413557828129,1,0.0,0.0,1.0,1
725,1,0,0,0,1,1,0,27,70.44682145187075,1.0,0,0.235155187728677,0.0,1,1.0,0.0,0.0,1
1266,0,0,0,0,1,1,0,28,175.04698448715305,1.0,1,1.1405365459295649,0.6473694503122198,1,1.0,0.0,0.0,1
3088,1,1,1,0,1,12,0,27,337.58808581146087,12.0,3,3.917562527940764,3.860355976140087,0,0.0,0.0,1.0,0
1601,1,0,1,0,1,1,0,31,288.73968403307214,1.0,0,2.0326588153072938,2.1756193491924574,0,1.0,0.0,0.0,0
3545,1,0,1,0,1,1,0,31,105.154055397862,1.0,1,3.495218131608715,3.529604276877873,0,1.0,0.0,0.0,0
3120,0,0,1,0,1,1,1,23,286.2619089801683,1.0,1,1.846948207996394,1.6722353681133648,1,1.0,0.0,0.0,1
211,1,1,0,0,1,1,1,25,139.98469206376043,1.0,0,2.3757179001620514,1.831001797879868,1,1.0,0.0,0.0,1
3579,1,0,0,0,1,1,0,24,109.9659433743197,1.0,0,0.3139051591565622,0.0,1,1.0,0.0,0.0,1
3818,0,1,0,1,1,1,1,31,314.00229784570683,1.0,7,3.57981178530531,3.5917924430454664,0,1.0,0.0,0.0,0
2488,1,1,0,1,1,1,0,28,12.815002652885212,1.0,2,1.2227625552730954,0.6127626581461825,1,1.0,0.0,0.0,1
2239,0,1,1,1,0,12,1,33,363.0661185294892,12.0,10,2.1747669820786784,2.08371538578488,0,0.0,0.0,1.0,0
1861,1,1,0,0,1,12,1,34,81.29638291895674,12.0,7,3.0975199947603134,2.899263032194608,0,0.0,0.0,1.0,0
3564,1,0,1,0,1,1,0,28,210.2992128271653,1.0,1,1.6647270205365254,2.0745086545363054,1,1.0,0.0,0.0,1
2678,0,1,0,0,1,6,0,31,190.69782943671848,6.0,2,2.225611207636525,2.1228396442606714,0,0.0,1.0,0.0,0
3725,1,1,1,0,1,6,0,32,18.50820802355298,6.0,1,1.4937862987516466,1.206262543215349,1,0.0,1.0,0.0,1
322,0,1,1,0,1,1,0,25,49.278551350296574,1.0,3,1.419160803959895,1.279736013382356,1,1.0,0.0,0.0,1
1662,0,1,0,0,1,1,1,30,128.85524594166526,1.0,4,2.5602961290923782,2.5659913856581524,0,1.0,0.0,0.0,0
1495,0,1,0,1,0,1,0,26,48.555601856628726,1.0,1,1.463994092368519,0.9637730200985384,1,1.0,0.0,0.0,1
1288,0,0,0,0,1,1,0,25,60.87054420392108,1.0,0,0.9143184072592244,0.0933305433023907,1,1.0,0.0,0.0,1
1923,1,1,0,0,1,1,0,34,41.01169353384233,1.0,7,0.7055444458401798,0.6082267339020121,0,1.0,0.0,0.0,0
2005,1,1,0,0,1,1,1,24,347.67228960508737,1.0,2,2.687242300451524,2.6315759594597985,0,1.0,0.0,0.0,0
405,1,1,1,0,1,12,1,29,411.2434648388392,11.0,1,1.4243582671179709,1.4281096800746207,0,0.0,0.0,1.0,0
2294,0,0,0,0,1,1,0,33,204.3207074444132,1.0,1,1.76887581994461,1.1889811146745726,1,1.0,0.0,0.0,1
2310,1,0,0,0,1,1,0,26,55.95896229874315,1.0,5,1.6274488384787162,1.7524003690326826,0,1.0,0.0,0.0,0
3957,1,0,1,0,1,1,0,27,8.000713840778246,1.0,0,0.104018576978931,0.0,1,1.0,0.0,0.0,1
1815,1,0,1,1,1,6,1,35,149.19779155724697,6.0,9,2.343683272758564,2.353763596255953,0,0.0,1.0,0.0,0
3988,0,1,0,0,1,12,1,25,33.11852870236497,12.0,2,0.7981690754506456,0.9555258294044652,0,0.0,0.0,1.0,0
2515,1,1,1,0,1,1,0,33,296.04087220523564,1.0,4,3.0845683045948595,3.261775210131752,0,1.0,0.0,0.0,0
1410,1,1,0,0,1,1,0,27,34.715962256917265,1.0,1,1.1826039349752815,1.7627918889033325,1,1.0,0.0,0.0,1
3850,1,1,1,1,1,1,1,27,143.45398646710203,1.0,5,0.5372393110302593,0.4899528853596908,0,1.0,0.0,0.0,0
3664,1,1,0,0,1,12,0,29,117.22340439766724,10.0,1,0.6534722893351899,0.6655836882485573,0,0.0,0.0,1.0,0
1501,1,0,0,0,1,1,0,28,228.61327894817111,1.0,5,2.414661909007834,2.358042376903801,0,1.0,0.0,0.0,0
338,0,1,0,0,1,1,0,25,22.483668755772648,1.0,0,1.270843072401776,0.7783876768911253,1,1.0,0.0,0.0,1
483,0,1,0,0,1,1,0,28,455.1732253763528,1.0,5,2.09235322101106,2.1545558049519484,0,1.0,0.0,0.0,0
3530,1,1,0,0,1,1,1,29,273.39595955174707,1.0,12,1.4926604504448,1.522410191075401,0,1.0,0.0,0.0,0
3415,0,1,0,0,1,12,1,26,93.29053472113128,11.0,9,1.5032912269141914,1.5051581887272527,0,0.0,0.0,1.0,0
719,1,1,0,0,1,1,1,31,135.9155585205089,1.0,9,1.4485527307003694,1.2844486938429052,0,1.0,0.0,0.0,0
2108,0,0,1,1,1,1,0,31,224.45691131368503,1.0,1,0.8870090757002529,0.7479674309620685,0,1.0,0.0,0.0,0
138,0,1,1,1,1,12,0,29,10.804310442202306,12.0,2,1.5870116110503345,1.5952250029862822,0,0.0,0.0,1.0,0
50,1,1,0,0,1,1,0,33,204.2615056608934,1.0,6,1.8025185415587104,1.7216235470768095,0,1.0,0.0,0.0,0
305,1,1,1,1,0,6,0,28,228.09893908574256,6.0,1,0.9532947370875609,0.0,1,0.0,1.0,0.0,1
2883,0,1,1,1,1,12,0,32,197.56983602315896,11.0,3,2.529799682625092,2.56292689629366,0,0.0,0.0,1.0,0
1127,0,1,1,1,1,12,0,24,52.680412367552464,12.0,1,1.8327386840382744,1.0268850123014692,1,0.0,0.0,1.0,1
1042,0,1,1,1,1,1,0,31,44.852110464178175,1.0,3,1.7334016305719226,1.4827570164640929,0,1.0,0.0,0.0,0
1259,0,1,0,0,1,1,0,27,188.7131263751387,1.0,0,0.4853145589567762,0.5053360933281128,1,1.0,0.0,0.0,1
3853,1,0,1,1,1,6,0,31,305.4336349791938,6.0,2,2.481952671229573,2.342917413889661,0,0.0,1.0,0.0,0
3311,1,0,1,0,1,1,0,25,83.72782796356975,1.0,0,1.9638356207675185,1.4698993967685086,1,1.0,0.0,0.0,1
1044,1,0,1,0,1,1,0,28,34.1996574013703,1.0,7,3.584781966927023,3.5667481549595617,0,1.0,0.0,0.0,0
3739,1,1,0,0,1,12,1,27,241.6118669553272,12.0,2,2.8612490552942624,2.747279427487225,0,0.0,0.0,1.0,0
2545,1,1,1,1,1,12,1,29,77.38762569669329,11.0,3,2.96409709431036,3.040982138507768,0,0.0,0.0,1.0,0
3211,0,1,1,0,1,6,0,29,50.5206112942493,5.0,11,0.239958274833147,0.3340948201491426,0,0.0,1.0,0.0,0
376,0,1,0,0,1,1,1,19,162.87335365115177,1.0,0,0.8270577777709461,0.2403694529034241,1,1.0,0.0,0.0,1
1327,1,1,0,0,0,1,0,27,73.89018437953615,1.0,0,1.3262950797810682,1.307990884647658,1,1.0,0.0,0.0,1
461,1,1,0,0,1,12,1,30,185.4852607368476,12.0,3,0.4965242277494788,0.6088987843885196,0,0.0,0.0,1.0,0
3578,0,1,1,0,1,6,1,29,1.81774167510946,6.0,0,0.9791882210196776,0.5405791481881189,1,0.0,1.0,0.0,1
1651,1,1,1,1,1,1,0,27,101.8486845377747,1.0,0,2.338990126139733,1.84442771420312,1,1.0,0.0,0.0,1
1013,1,1,1,1,1,12,1,20,100.19800725914509,5.0,5,2.2130915081089446,2.345300895690297,0,0.0,0.12,0.88,0
3547,0,1,1,1,1,12,1,33,271.0027759305035,11.0,9,2.6201166321880645,2.68435510603412,0,0.0,0.0,1.0,0
961,1,1,1,0,1,1,0,34,21.794636302046104,1.0,8,1.3927587411085005,1.389592138869058,0,1.0,0.0,0.0,0
3876,0,1,0,0,1,1,1,27,142.8420796884096,1.0,0,2.05612182163883,1.4785684805532198,1,1.0,0.0,0.0,1
1148,0,1,1,0,1,12,1,28,288.9494449819,11.0,3,2.8480709224659098,2.806415628177291,0,0.0,0.0,1.0,0
793,1,1,0,0,1,1,0,23,91.59726955504844,1.0,0,2.0821102175729083,1.9331504647460604,1,1.0,0.0,0.0,1
1710,0,1,1,1,0,1,1,28,127.39120815097556,1.0,6,3.3607760304565946,3.4924326288680394,0,1.0,0.0,0.0,0
548,1,1,0,0,1,1,0,29,164.97010454678997,1.0,2,2.3595839684200577,2.4859194618255374,0,1.0,0.0,0.0,0
2552,1,1,1,1,1,12,0,28,257.17638986147944,7.0,14,3.2831309094324945,3.210570790162089,0,0.0,0.0,1.0,0
2947,1,0,0,0,1,6,1,27,321.2818349235064,6.0,1,0.6041047450429267,0.6363597858768626,0,0.0,1.0,0.0,0
245,0,1,1,0,1,12,0,26,132.33955360332587,12.0,9,3.381583407422064,3.443562730115336,0,0.0,0.0,1.0,0
628,0,1,1,1,1,1,1,22,227.3578352043616,1.0,1,2.4213860906296785,2.244290540347959,1,1.0,0.0,0.0,1
422,0,1,0,1,1,1,0,32,129.4322773197114,1.0,1,3.088049962555825,3.2088332465015004,0,1.0,0.0,0.0,0
330,0,1,0,0,1,1,0,24,53.78760781677702,1.0,4,1.084734543767839,1.0819027098352707,0,1.0,0.0,0.0,0
1694,0,1,1,0,0,6,1,29,143.5164531808168,6.0,1,2.5564246605071466,1.6815666169551229,1,0.0,1.0,0.0,1
2734,1,1,0,0,1,6,0,28,212.2993461584876,6.0,10,2.1484184543459808,2.2486775033807977,0,0.0,1.0,0.0,0
1095,1,1,1,1,1,6,1,30,342.37483835227937,6.0,2,2.3382647771431344,2.3621913133736814,0,0.0,1.0,0.0,0
17,0,1,0,1,1,6,1,29,92.78741424476028,5.0,1,0.6644824749922384,0.6099452944797018,0,0.0,1.0,0.0,0
1386,0,1,1,1,1,12,1,29,44.36487322667488,12.0,4,2.3573677197849183,2.369013947618352,0,0.0,0.0,1.0,0
1947,1,1,0,0,1,1,0,30,271.4860963537774,1.0,0,0.4565513256329548,0.0,1,1.0,0.0,0.0,1
2104,1,1,0,0,1,1,0,32,213.3224561475745,1.0,12,1.8342102800354083,1.7758646688090178,0,1.0,0.0,0.0,0
1869,0,1,0,0,1,6,0,34,363.31889717407296,6.0,0,2.4399064863973434,2.4819149274651746,0,0.0,1.0,0.0,0
2779,1,1,0,0,1,6,1,28,159.36695638393272,6.0,3,1.1686775939257494,1.1969789477408976,0,0.0,1.0,0.0,0
3370,1,1,1,0,1,6,1,25,164.24367665550034,6.0,2,1.53561255462174,1.1413730780077826,1,0.0,1.0,0.0,1
2055,1,1,1,0,0,6,0,29,192.6375047181771,6.0,4,1.3606495415621835,1.2658362677871258,0,0.0,1.0,0.0,0
2270,1,1,0,0,1,6,0,33,20.979360045511484,6.0,18,1.8210890825230617,1.8549366854021576,0,0.0,1.0,0.0,0
1846,0,1,0,0,1,1,0,31,109.26289429297924,1.0,0,2.5792348461086108,2.5899981630867663,0,1.0,0.0,0.0,0
710,1,1,1,1,1,12,1,29,298.5444053830612,12.0,7,2.7578195960188747,2.790359879006245,0,0.0,0.0,1.0,0
2583,0,1,1,0,1,1,1,33,204.66780241890407,1.0,1,0.3876353173572311,0.4770120811605811,0,1.0,0.0,0.0,0
2954,0,1,0,0,0,1,0,26,24.29140309654039,1.0,1,2.203477883485935,1.905486810807972,1,1.0,0.0,0.0,1
3524,0,1,0,0,1,1,1,24,92.86968095309427,1.0,8,2.1576999735348497,2.13132101648987,0,1.0,0.0,0.0,0
1496,0,1,0,1,1,6,1,32,88.46500917568234,5.0,18,1.7619198994924,1.8265976268761823,0,0.0,1.0,0.0,0
2521,0,1,1,1,1,12,1,30,377.0938276782949,6.0,5,0.2216884297624735,0.3627424457141967,0,0.0,0.0,1.0,0
1390,1,1,1,1,1,12,1,34,379.4852073092612,9.0,8,1.7809871534784851,1.8376335086299875,0,0.0,0.0,1.0,0
2932,0,1,0,0,1,12,1,28,165.6262155111939,11.0,3,0.97720960878814,1.095347855752134,0,0.0,0.0,1.0,0
2566,1,1,1,0,0,6,0,30,141.7583605448954,4.0,3,1.8932572924996205,1.8692797198747184,0,0.0,1.0,0.0,0
493,1,1,1,1,1,12,0,31,23.89303825694245,7.0,6,3.478646356624858,2.272774967251517,1,0.0,0.0,1.0,1
2323,0,0,1,0,1,1,0,27,213.32877288331744,1.0,1,2.6299383678940003,2.5537110041009816,0,1.0,0.0,0.0,0
3347,1,1,1,0,1,6,1,24,115.68574786177572,6.0,1,2.6117967075323465,1.276030434732089,1,0.0,1.0,0.0,1
3640,0,1,0,1,1,12,0,28,122.97172688617276,12.0,3,1.3139292622278569,1.4627390022202125,0,0.0,0.0,1.0,0
3434,1,1,0,0,1,6,0,28,230.8400715171606,6.0,1,1.3015214000619886,1.3874287091506992,1,0.0,1.0,0.0,1
2048,1,1,0,0,1,1,0,29,223.6423094711912,1.0,7,2.91721181494394,2.9383370854129174,0,1.0,0.0,0.0,0
289,0,0,0,0,1,1,0,30,353.89483221304164,1.0,4,1.025733570347172,0.8821477822703596,0,1.0,0.0,0.0,0
683,0,1,1,1,1,1,1,27,114.60041258357172,1.0,1,0.1135069170859455,0.0,1,1.0,0.0,0.0,1
2265,1,1,1,0,1,1,0,29,273.76351945985,1.0,13,2.487606777051348,2.6222170126878988,0,1.0,0.0,0.0,0
3047,1,1,1,0,1,12,1,31,136.8422948896924,11.0,1,2.4238062192716647,2.4121050770188845,0,0.0,0.0,1.0,0
1311,1,1,0,0,1,1,0,32,240.8713506025506,1.0,3,1.6707920461952834,1.6640702081631082,0,1.0,0.0,0.0,0
2533,0,1,0,0,1,1,0,30,89.54119747824184,1.0,1,1.8559659385824911,0.3024842794329681,1,1.0,0.0,0.0,1
1972,0,0,1,0,1,1,1,26,87.21669806482393,1.0,0,0.8586514374793546,0.8215665437930622,1,1.0,0.0,0.0,1
570,0,1,0,0,1,1,0,29,11.70513852163944,1.0,0,0.6748434707154791,0.5677183361323095,1,1.0,0.0,0.0,1
692,1,1,0,0,1,1,1,35,35.66437608768858,1.0,5,0.9921281402780632,1.2324169977075423,0,1.0,0.0,0.0,0
2972,0,1,0,0,1,1,0,26,15.328376117378795,1.0,2,1.5709400489676049,0.1839543015998426,1,1.0,0.0,0.0,1
175,1,1,1,1,1,12,1,30,60.24556867198161,12.0,6,1.7772428455382498,1.7590833083597843,0,0.0,0.0,1.0,0
981,0,0,0,0,0,1,0,31,136.9172943213195,1.0,2,0.6010591159822113,0.0,1,1.0,0.0,0.0,1
1939,1,1,0,0,1,12,1,29,209.1380241203951,12.0,11,2.67149705158676,2.890702031205496,0,0.0,0.0,1.0,0
826,1,0,0,0,1,1,0,32,212.54445404820285,1.0,4,2.3675500304360595,2.258848932194868,0,1.0,0.0,0.0,0
3357,0,1,1,0,1,1,0,31,69.8344739789672,1.0,3,1.6493494393148371,1.7452663173975431,0,1.0,0.0,0.0,0
2396,0,1,1,1,1,12,0,32,315.1766363848413,10.0,10,2.0108637170020742,2.182067964786261,0,0.0,0.0,1.0,0
2318,0,1,0,0,1,1,1,28,106.87614357369942,1.0,1,0.5224080775499583,0.0,1,1.0,0.0,0.0,1
2986,0,1,0,0,1,6,0,25,389.03571295000967,3.0,4,0.6690805433938638,0.5736956516627787,0,0.0,1.0,0.0,0
3529,0,1,1,1,1,12,1,28,91.17066524147828,5.0,7,1.5585070498897315,1.6104472710457884,0,0.0,0.0,1.0,0
2201,1,1,0,0,0,1,0,30,185.06434569265872,1.0,2,1.984152215070796,1.8785742163641352,0,1.0,0.0,0.0,0
1460,0,1,1,1,1,1,0,28,17.620550976551954,1.0,1,1.4739005767376383,0.7451642934018606,1,1.0,0.0,0.0,1
3478,1,1,0,0,1,1,1,33,130.40772885490796,1.0,2,2.364295545767346,2.1667699346558003,0,1.0,0.0,0.0,0
3313,0,1,0,1,1,1,0,28,15.9084452100198,1.0,11,2.641536593606756,2.7171699953801367,0,1.0,0.0,0.0,0
3890,1,1,1,1,1,6,1,35,181.8877308210831,6.0,2,2.5568872608410245,2.5978481452969904,0,0.0,1.0,0.0,0
3536,0,1,1,0,1,1,0,20,33.70273308521405,1.0,1,0.7174439733373604,0.5861962844048629,1,1.0,0.0,0.0,1
3668,1,1,0,0,1,1,0,32,135.7567220684424,1.0,2,2.579025242260892,2.4760556306138297,0,1.0,0.0,0.0,0
576,0,1,0,0,1,1,1,31,151.13081781868527,1.0,1,2.2377894479572262,2.278971775520268,0,1.0,0.0,0.0,0
1504,1,1,1,0,0,1,0,34,141.43464596214284,1.0,3,1.3663167802863696,1.1791714447192103,0,1.0,0.0,0.0,0
678,1,1,0,1,1,1,0,25,167.65130845742408,1.0,1,1.696165343557942,0.6966613775409138,1,1.0,0.0,0.0,1
2427,0,1,1,1,1,12,1,28,108.2271129661975,10.0,6,3.018430528474921,3.0645509467044296,0,0.0,0.0,1.0,0
3574,0,1,1,0,1,1,0,25,26.806748054953715,1.0,2,2.745407311123201,2.8747495814814914,1,1.0,0.0,0.0,1
1119,1,1,0,1,1,1,1,29,234.92949121547,1.0,6,1.4162968019468154,1.514682253130104,0,1.0,0.0,0.0,0
2931,0,0,0,0,1,6,0,26,112.34830405864278,6.0,7,3.0172172024629207,2.9145358231758927,0,0.0,1.0,0.0,0
2012,0,0,0,0,1,1,0,27,5.06310536304926,1.0,1,2.0110365986658003,0.1542723998242934,1,1.0,0.0,0.0,1
3842,1,0,1,0,1,1,0,27,38.079166621062974,1.0,1,1.6578641747322098,0.7712520849868091,1,1.0,0.0,0.0,1
23,1,1,0,0,1,1,1,32,276.0798821905471,1.0,1,1.4206371562255409,1.0431012098788572,1,1.0,0.0,0.0,1
